"","season","year","month","wday","hr","temp","atemp","hum","windspeed","weather","casual","registered"
"83","1",2011,"1","1",14,0.26,0.2576,0.52,0.2239,"1",9,54
"84","1",2011,"1","1",15,0.28,0.2727,0.52,0.2537,"1",17,48
"85","1",2011,"1","1",16,0.3,0.2879,0.49,0.2537,"1",15,68
"86","1",2011,"1","1",17,0.28,0.2727,0.48,0.2239,"1",10,202
"87","1",2011,"1","1",18,0.26,0.2576,0.48,0.194,"1",3,179
"88","1",2011,"1","1",19,0.24,0.2576,0.48,0.1045,"1",2,110
"89","1",2011,"1","1",20,0.24,0.2576,0.48,0.1045,"1",1,53
"90","1",2011,"1","1",21,0.22,0.2727,0.64,0,"1",0,48
"91","1",2011,"1","1",22,0.22,0.2576,0.64,0.0896,"1",1,34
"92","1",2011,"1","1",23,0.2,0.2273,0.69,0.0896,"1",2,9
"93","1",2011,"1","1",0,0.2,0.2576,0.64,0,"1",0,6
"94","1",2011,"1","1",1,0.16,0.197,0.74,0.0896,"1",0,6
"95","1",2011,"1","1",2,0.16,0.197,0.74,0.0896,"1",0,2
"96","1",2011,"1","1",4,0.24,0.2273,0.48,0.2239,"1",0,2
"97","1",2011,"1","1",5,0.22,0.2273,0.47,0.1642,"1",0,3
"98","1",2011,"1","1",6,0.2,0.197,0.47,0.2239,"1",0,33
"99","1",2011,"1","1",7,0.18,0.1818,0.43,0.194,"1",1,87
"100","1",2011,"1","1",8,0.2,0.1818,0.4,0.2985,"1",3,192
"101","1",2011,"1","1",9,0.22,0.197,0.37,0.3284,"1",6,109
"102","1",2011,"1","1",10,0.22,0.197,0.37,0.3284,"1",4,53
"103","1",2011,"1","1",11,0.26,0.2273,0.33,0.3284,"1",12,34
"104","1",2011,"1","1",12,0.26,0.2273,0.33,0.3284,"1",5,74
"105","1",2011,"1","1",13,0.28,0.2576,0.3,0.2985,"1",6,65
"106","1",2011,"1","1",14,0.3,0.2879,0.28,0.194,"1",10,52
"107","1",2011,"1","1",15,0.3,0.2879,0.28,0.194,"1",7,55
"108","1",2011,"1","1",16,0.3,0.3182,0.28,0.0896,"1",4,85
"109","1",2011,"1","1",17,0.24,0.2273,0.38,0.194,"1",4,186
"110","1",2011,"1","1",18,0.24,0.2424,0.38,0.1343,"1",3,166
"111","1",2011,"1","1",19,0.24,0.2576,0.38,0.1045,"1",5,127
"112","1",2011,"1","1",20,0.22,0.2273,0.47,0.1642,"1",7,82
"113","1",2011,"1","1",21,0.2,0.197,0.51,0.194,"1",3,40
"114","1",2011,"1","1",22,0.18,0.197,0.55,0.1343,"1",1,41
"115","1",2011,"1","1",23,0.2,0.2576,0.47,0,"1",1,18
"116","1",2011,"1","1",0,0.18,0.2424,0.55,0,"1",0,11
"117","1",2011,"1","1",1,0.16,0.2273,0.64,0,"1",0,4
"118","1",2011,"1","1",2,0.16,0.2273,0.64,0,"1",0,2
"119","1",2011,"1","1",4,0.16,0.197,0.64,0.0896,"2",0,1
"120","1",2011,"1","1",5,0.14,0.1818,0.69,0.0896,"2",0,4
"121","1",2011,"1","1",6,0.14,0.1667,0.63,0.1045,"2",0,36
"122","1",2011,"1","1",7,0.16,0.2273,0.59,0,"2",0,95
"123","1",2011,"1","1",8,0.16,0.2273,0.59,0,"1",3,216
"124","1",2011,"1","1",9,0.18,0.2424,0.51,0,"2",6,116
"125","1",2011,"1","1",10,0.2,0.2576,0.47,0,"1",3,42
"126","1",2011,"1","1",11,0.22,0.2576,0.44,0.0896,"1",2,57
"127","1",2011,"1","1",12,0.26,0.2879,0.35,0,"1",6,78
"128","1",2011,"1","1",13,0.26,0.2727,0.35,0.1045,"1",12,55
"129","1",2011,"1","1",14,0.28,0.2727,0.36,0.1642,"1",11,59
"130","1",2011,"1","1",15,0.28,0.2727,0.36,0,"1",8,54
"131","1",2011,"1","1",16,0.26,0.2576,0.38,0.1642,"1",12,74
"132","1",2011,"1","1",17,0.22,0.2273,0.51,0.1642,"1",9,163
"133","1",2011,"1","1",18,0.22,0.2273,0.51,0.1343,"1",5,158
"134","1",2011,"1","1",19,0.22,0.2576,0.55,0.0896,"1",3,109
"135","1",2011,"1","1",20,0.2,0.2121,0.51,0.1642,"1",3,66
"136","1",2011,"1","1",21,0.22,0.2121,0.55,0.2239,"2",0,48
"137","1",2011,"1","1",22,0.22,0.2121,0.51,0.2836,"2",1,51
"138","1",2011,"1","1",23,0.2,0.197,0.59,0.194,"2",4,19
"139","1",2011,"1","1",0,0.2,0.197,0.64,0.194,"2",4,13
"140","1",2011,"1","1",1,0.2,0.197,0.69,0.2239,"2",2,5
"141","1",2011,"1","1",2,0.2,0.197,0.69,0.2239,"2",0,1
"142","1",2011,"1","1",4,0.2,0.2121,0.69,0.1343,"2",0,1
"143","1",2011,"1","1",5,0.22,0.2727,0.55,0,"3",0,5
"144","1",2011,"1","1",6,0.2,0.2576,0.69,0,"2",8,26
"145","1",2011,"1","1",7,0.2,0.2121,0.69,0.1343,"1",8,76
"146","1",2011,"1","1",8,0.2,0.197,0.51,0.2537,"1",20,190
"147","1",2011,"1","1",9,0.2,0.1818,0.47,0.2985,"1",9,125
"148","1",2011,"1","1",10,0.22,0.197,0.37,0.3284,"1",16,47
"149","1",2011,"1","1",11,0.2,0.197,0.4,0.2239,"2",19,48
"150","1",2011,"1","1",12,0.2,0.197,0.37,0.2537,"2",9,50
"151","1",2011,"1","1",13,0.2,0.1818,0.37,0.2836,"2",9,64
"152","1",2011,"1","1",14,0.2,0.197,0.4,0.2537,"2",7,43
"153","1",2011,"1","1",15,0.2,0.2121,0.37,0.1642,"2",9,63
"154","1",2011,"1","1",16,0.2,0.2121,0.37,0.1642,"2",5,82
"155","1",2011,"1","1",17,0.2,0.2576,0.37,0,"2",9,178
"156","1",2011,"1","1",18,0.2,0.2273,0.4,0.0896,"1",7,116
"157","1",2011,"1","1",19,0.16,0.197,0.55,0.0896,"1",3,92
"158","1",2011,"1","1",20,0.18,0.2121,0.47,0.1045,"1",1,50
"159","1",2011,"1","1",21,0.18,0.197,0.47,0.1343,"1",0,39
"160","1",2011,"1","1",22,0.18,0.197,0.43,0.1642,"2",2,34
"161","1",2011,"1","1",23,0.18,0.197,0.51,0.1642,"2",1,14
"162","1",2011,"1","0",0,0.18,0.197,0.51,0.1642,"2",1,24
"163","1",2011,"1","0",1,0.18,0.2121,0.55,0.0896,"2",1,15
"164","1",2011,"1","0",2,0.18,0.2424,0.55,0,"2",3,13
"165","1",2011,"1","0",3,0.18,0.197,0.55,0.1642,"3",0,7
"166","1",2011,"1","0",4,0.18,0.197,0.55,0.1642,"3",0,1
"167","1",2011,"1","0",5,0.16,0.1667,0.74,0.1642,"2",0,5
"168","1",2011,"1","0",6,0.16,0.1667,0.74,0.1642,"2",0,2
"169","1",2011,"1","0",7,0.16,0.1818,0.74,0.1045,"2",1,8
"170","1",2011,"1","0",8,0.16,0.1818,0.93,0.1045,"3",0,15
"171","1",2011,"1","0",9,0.16,0.1818,0.93,0.1045,"3",0,20
"172","1",2011,"1","0",10,0.18,0.197,0.8,0.1642,"2",5,56
"173","1",2011,"1","0",11,0.2,0.1818,0.69,0.3881,"2",2,60
"174","1",2011,"1","0",12,0.2,0.1818,0.59,0.3582,"2",8,90
"175","1",2011,"1","0",13,0.2,0.1818,0.44,0.3284,"1",7,95
"176","1",2011,"1","0",14,0.2,0.1667,0.32,0.4925,"1",12,83
"177","1",2011,"1","0",15,0.2,0.1667,0.32,0.4478,"1",5,69
"178","1",2011,"1","0",16,0.18,0.1364,0.29,0.4478,"1",8,68
"179","1",2011,"1","0",17,0.16,0.1212,0.37,0.5522,"1",5,64
"180","1",2011,"1","0",18,0.14,0.1212,0.39,0.2985,"1",3,52
"181","1",2011,"1","0",19,0.14,0.1212,0.36,0.2537,"1",4,26
"182","1",2011,"1","0",20,0.12,0.1212,0.36,0.2537,"1",0,28
"183","1",2011,"1","0",21,0.12,0.1061,0.39,0.3582,"1",2,35
"184","1",2011,"1","0",22,0.12,0.1061,0.36,0.3881,"1",1,33
"185","1",2011,"1","0",23,0.1,0.0606,0.39,0.4478,"1",0,22
"186","1",2011,"1","0",0,0.1,0.0758,0.42,0.3881,"1",1,24
"187","1",2011,"1","0",1,0.1,0.0606,0.42,0.4627,"1",0,12
"188","1",2011,"1","0",2,0.1,0.0606,0.46,0.4627,"1",0,11
"189","1",2011,"1","0",3,0.1,0.0758,0.46,0.4179,"1",0,4
"190","1",2011,"1","0",4,0.08,0.0909,0.53,0.194,"1",0,1
"191","1",2011,"1","0",5,0.08,0.0909,0.53,0.194,"1",0,1
"192","1",2011,"1","0",6,0.1,0.0909,0.49,0.2836,"1",0,1
"193","1",2011,"1","0",7,0.08,0.0909,0.53,0.194,"1",1,5
"194","1",2011,"1","0",8,0.1,0.0909,0.49,0.2836,"1",0,10
"195","1",2011,"1","0",9,0.12,0.0758,0.46,0.5224,"1",0,19
"196","1",2011,"1","0",10,0.14,0.1061,0.43,0.3881,"1",0,49
"197","1",2011,"1","0",11,0.16,0.1212,0.4,0.5224,"1",2,47
"198","1",2011,"1","0",12,0.18,0.1364,0.37,0.4478,"1",4,79
"199","1",2011,"1","0",13,0.2,0.1667,0.34,0.4478,"1",6,69
"200","1",2011,"1","0",14,0.22,0.1818,0.32,0.4627,"1",8,64
"201","1",2011,"1","0",15,0.22,0.197,0.35,0.3582,"1",5,77
"202","1",2011,"1","0",16,0.2,0.1667,0.34,0.4478,"1",13,79
"203","1",2011,"1","0",17,0.18,0.1515,0.37,0.3881,"1",3,59
"204","1",2011,"1","0",18,0.16,0.1364,0.4,0.3284,"1",4,44
"205","1",2011,"1","0",19,0.16,0.1364,0.43,0.3284,"1",1,40
"206","1",2011,"1","0",20,0.14,0.1212,0.46,0.2537,"1",0,38
"207","1",2011,"1","0",21,0.14,0.1061,0.46,0.4179,"1",1,19
"208","1",2011,"1","0",22,0.14,0.1212,0.46,0.2985,"1",5,10
"209","1",2011,"1","0",23,0.12,0.1364,0.5,0.194,"1",0,6
"210","1",2011,"1","1",0,0.12,0.1212,0.5,0.2836,"1",2,3
"211","1",2011,"1","1",1,0.12,0.1212,0.5,0.2836,"1",1,0
"212","1",2011,"1","1",2,0.12,0.1212,0.5,0.2239,"1",0,3
"213","1",2011,"1","1",3,0.12,0.1212,0.5,0.2239,"1",0,1
"214","1",2011,"1","1",4,0.1,0.1212,0.54,0.1343,"1",1,2
"215","1",2011,"1","1",5,0.1,0.1061,0.54,0.2537,"1",0,3
"216","1",2011,"1","1",6,0.12,0.1212,0.5,0.2836,"1",0,31
"217","1",2011,"1","1",7,0.12,0.1212,0.5,0.2239,"1",2,75
"218","1",2011,"1","1",8,0.12,0.1212,0.5,0.2836,"2",4,184
"219","1",2011,"1","1",9,0.14,0.1212,0.5,0.2537,"2",2,92
"220","1",2011,"1","1",10,0.14,0.1212,0.5,0.2985,"2",0,31
"221","1",2011,"1","1",11,0.16,0.1364,0.47,0.2836,"2",2,28
"222","1",2011,"1","1",12,0.2,0.1818,0.4,0.2836,"2",5,47
"223","1",2011,"1","1",13,0.2,0.1818,0.4,0.2836,"2",4,50
"224","1",2011,"1","1",14,0.2,0.197,0.4,0.2239,"2",0,47
"225","1",2011,"1","1",15,0.2,0.197,0.4,0.2239,"2",2,43
"226","1",2011,"1","1",16,0.2,0.2121,0.4,0.1343,"1",4,70
"227","1",2011,"1","1",17,0.2,0.2273,0.4,0.1045,"1",4,174
"228","1",2011,"1","1",18,0.2,0.197,0.4,0.2239,"1",1,154
"229","1",2011,"1","1",19,0.16,0.1667,0.47,0.1642,"1",3,92
"230","1",2011,"1","1",20,0.16,0.1667,0.5,0.1642,"1",1,73
"231","1",2011,"1","1",21,0.14,0.1364,0.59,0.194,"1",1,37
"232","1",2011,"1","1",22,0.14,0.1515,0.59,0.1642,"1",2,22
"233","1",2011,"1","1",23,0.14,0.1515,0.59,0.1642,"1",0,18
"234","1",2011,"1","1",0,0.14,0.1667,0.59,0.1045,"1",2,10
"235","1",2011,"1","1",1,0.14,0.1515,0.59,0.1642,"1",0,3
"236","1",2011,"1","1",2,0.16,0.1515,0.55,0.194,"2",0,3
"237","1",2011,"1","1",5,0.16,0.1818,0.55,0.1343,"2",0,6
"238","1",2011,"1","1",6,0.16,0.1818,0.55,0.1343,"2",0,27
"239","1",2011,"1","1",7,0.16,0.2273,0.55,0,"2",2,97
"240","1",2011,"1","1",8,0.18,0.2121,0.51,0.0896,"2",3,214
"241","1",2011,"1","1",9,0.18,0.197,0.51,0.1642,"2",3,127
"242","1",2011,"1","1",10,0.2,0.2121,0.51,0.1642,"2",3,51
"243","1",2011,"1","1",11,0.2,0.2121,0.47,0.1343,"2",4,31
"244","1",2011,"1","1",12,0.2,0.2273,0.51,0.1045,"2",2,55
"245","1",2011,"1","1",13,0.2,0.2273,0.59,0.0896,"2",6,46
"246","1",2011,"1","1",14,0.2,0.2273,0.59,0.0896,"2",3,60
"247","1",2011,"1","1",15,0.16,0.197,0.8,0.0896,"2",2,45
"248","1",2011,"1","1",16,0.16,0.1515,0.86,0.2239,"2",4,72
"249","1",2011,"1","1",17,0.16,0.1515,0.86,0.2239,"2",6,130
"250","1",2011,"1","1",18,0.16,0.1818,0.93,0.1045,"3",1,94
"251","1",2011,"1","1",19,0.16,0.2273,0.93,0,"3",0,51
"252","1",2011,"1","1",20,0.16,0.1515,0.93,0.194,"3",0,32
"253","1",2011,"1","1",21,0.16,0.197,0.86,0.0896,"3",0,20
"254","1",2011,"1","1",22,0.16,0.1818,0.93,0.1045,"3",1,28
"255","1",2011,"1","1",23,0.16,0.197,0.93,0.0896,"3",1,18
"256","1",2011,"1","1",0,0.16,0.197,0.86,0.0896,"2",0,7
"257","1",2011,"1","1",1,0.16,0.1818,0.86,0.1045,"2",0,6
"258","1",2011,"1","1",2,0.14,0.1515,0.86,0.1343,"1",0,1
"259","1",2011,"1","1",5,0.14,0.1515,0.86,0.1642,"1",0,5
"260","1",2011,"1","1",6,0.12,0.1515,0.93,0.1343,"1",0,16
"261","1",2011,"1","1",7,0.14,0.1515,0.69,0.1343,"1",0,54
"262","1",2011,"1","1",8,0.16,0.1667,0.59,0.1642,"1",3,125
"263","1",2011,"1","1",9,0.16,0.1364,0.59,0.3284,"1",3,78
"264","1",2011,"1","1",10,0.18,0.1818,0.55,0.2239,"1",0,39
"265","1",2011,"1","1",11,0.2,0.1818,0.51,0.3881,"1",3,32
"266","1",2011,"1","1",12,0.2,0.1515,0.47,0.5821,"1",3,52
"267","1",2011,"1","1",13,0.22,0.197,0.44,0.3582,"1",0,49
"268","1",2011,"1","1",14,0.2,0.1818,0.47,0.3284,"1",0,44
"269","1",2011,"1","1",15,0.2,0.1667,0.47,0.4179,"1",1,48
"270","1",2011,"1","1",16,0.22,0.197,0.44,0.3284,"1",5,63
"271","1",2011,"1","1",17,0.2,0.1818,0.47,0.3582,"1",0,139
"272","1",2011,"1","1",18,0.2,0.1515,0.47,0.5224,"1",2,135
"273","1",2011,"1","1",19,0.18,0.1515,0.47,0.4179,"1",1,82
"274","1",2011,"1","1",20,0.16,0.1364,0.5,0.3284,"1",2,54
"275","1",2011,"1","1",21,0.16,0.1364,0.55,0.3284,"1",0,57
"276","1",2011,"1","1",22,0.16,0.1212,0.55,0.4478,"1",1,32
"277","1",2011,"1","1",23,0.14,0.1061,0.59,0.4179,"1",1,19
"278","1",2011,"1","1",0,0.14,0.1212,0.59,0.2836,"1",1,6
"279","1",2011,"1","1",1,0.14,0.1212,0.5,0.2836,"1",0,2
"280","1",2011,"1","1",2,0.14,0.1212,0.5,0.3582,"1",0,2
"281","1",2011,"1","1",3,0.14,0.1212,0.5,0.3284,"1",0,3
"282","1",2011,"1","1",4,0.14,0.1212,0.5,0.2537,"1",0,4
"283","1",2011,"1","1",5,0.14,0.1212,0.5,0.2985,"1",0,3
"284","1",2011,"1","1",6,0.12,0.1515,0.54,0.1343,"1",0,28
"285","1",2011,"1","1",7,0.12,0.1515,0.54,0.1343,"1",0,72
"286","1",2011,"1","1",8,0.14,0.1364,0.5,0.194,"1",5,197
"287","1",2011,"1","1",9,0.14,0.1212,0.5,0.3284,"1",2,137
"288","1",2011,"1","1",10,0.16,0.1364,0.5,0.3582,"2",2,36
"289","1",2011,"1","1",11,0.2,0.1667,0.44,0.4478,"2",4,33
"290","1",2011,"1","1",12,0.2,0.1667,0.44,0.4179,"1",3,49
"291","1",2011,"1","1",13,0.22,0.197,0.41,0.4478,"1",2,81
"292","1",2011,"1","1",14,0.22,0.197,0.41,0.3881,"1",3,39
"293","1",2011,"1","1",15,0.24,0.2121,0.38,0.2985,"1",5,55
"294","1",2011,"1","1",16,0.24,0.2121,0.38,0.3582,"1",2,76
"295","1",2011,"1","1",17,0.2,0.1818,0.4,0.2836,"1",4,158
"296","1",2011,"1","1",18,0.2,0.1818,0.4,0.3284,"1",3,141
"297","1",2011,"1","1",19,0.16,0.1515,0.47,0.2537,"1",1,98
"298","1",2011,"1","1",20,0.16,0.1515,0.47,0.2239,"1",0,64
"299","1",2011,"1","1",21,0.14,0.1212,0.46,0.2985,"1",0,40
"300","1",2011,"1","1",22,0.14,0.1212,0.46,0.3284,"1",0,30
"301","1",2011,"1","1",23,0.12,0.1364,0.5,0.194,"1",1,14
"302","1",2011,"1","1",0,0.12,0.1364,0.5,0.194,"1",0,14
"303","1",2011,"1","1",1,0.1,0.1212,0.54,0.1642,"1",0,5
"304","1",2011,"1","1",2,0.1,0.1212,0.54,0.1343,"1",0,1
"305","1",2011,"1","1",3,0.1,0.1364,0.54,0.1045,"1",0,1
"306","1",2011,"1","1",5,0.1,0.1364,0.54,0.0896,"1",0,8
"307","1",2011,"1","1",6,0.1,0.1818,0.54,0,"1",0,17
"308","1",2011,"1","1",7,0.1,0.1212,0.74,0.1642,"1",0,70
"309","1",2011,"1","1",8,0.12,0.1667,0.68,0,"1",2,156
"310","1",2011,"1","1",9,0.14,0.1515,0.69,0.1343,"1",0,117
"311","1",2011,"1","1",10,0.18,0.1818,0.55,0.194,"1",4,40
"312","1",2011,"1","1",11,0.18,0.1667,0.51,0.2836,"1",6,47
"313","1",2011,"1","1",12,0.2,0.197,0.44,0.2537,"1",2,59
"314","1",2011,"1","1",13,0.22,0.197,0.37,0.3881,"1",4,73
"315","1",2011,"1","1",14,0.22,0.2121,0.41,0.2836,"1",5,59
"316","1",2011,"1","1",15,0.24,0.2424,0.38,0.1642,"1",9,59
"317","1",2011,"1","1",16,0.22,0.2424,0.41,0.1045,"1",3,87
"318","1",2011,"1","1",17,0.22,0.2273,0.41,0.1642,"1",4,155
"319","1",2011,"1","1",18,0.2,0.2576,0.47,0,"1",5,134
"320","1",2011,"1","1",19,0.16,0.197,0.59,0.0896,"1",3,89
"321","1",2011,"1","1",20,0.18,0.2424,0.59,0,"1",0,68
"322","1",2011,"1","1",21,0.16,0.2273,0.69,0,"1",4,48
"323","1",2011,"1","1",22,0.16,0.2273,0.69,0,"2",2,34
"324","1",2011,"1","1",23,0.18,0.2424,0.55,0,"2",1,26
"325","1",2011,"1","0",0,0.18,0.2424,0.55,0,"1",3,25
"326","1",2011,"1","0",1,0.16,0.197,0.59,0.0896,"2",2,18
"327","1",2011,"1","0",2,0.16,0.197,0.59,0.0896,"2",0,12
"328","1",2011,"1","0",3,0.16,0.2273,0.59,0,"2",1,7
"329","1",2011,"1","0",4,0.16,0.2273,0.59,0,"2",0,5
"330","1",2011,"1","0",5,0.16,0.2273,0.59,0,"1",0,1
"331","1",2011,"1","0",6,0.14,0.1667,0.63,0.1045,"1",1,2
"332","1",2011,"1","0",7,0.14,0.2121,0.63,0,"1",1,9
"333","1",2011,"1","0",8,0.14,0.1515,0.63,0.1343,"1",1,22
"334","1",2011,"1","0",9,0.16,0.1818,0.64,0.1343,"1",2,31
"335","1",2011,"1","0",10,0.18,0.197,0.59,0.1642,"1",2,57
"336","1",2011,"1","0",11,0.2,0.197,0.55,0.2239,"1",18,54
"337","1",2011,"1","0",12,0.24,0.2273,0.48,0.2239,"1",15,74
"338","1",2011,"1","0",13,0.28,0.2576,0.38,0.2985,"1",21,80
"339","1",2011,"1","0",14,0.3,0.2879,0.39,0.2836,"1",26,92
"340","1",2011,"1","0",15,0.32,0.3182,0.36,0.194,"2",21,108
"341","1",2011,"1","0",16,0.34,0.3333,0.34,0.194,"2",33,95
"342","1",2011,"1","0",17,0.32,0.303,0.36,0.2836,"2",29,54
"343","1",2011,"1","0",18,0.3,0.2879,0.45,0.2537,"2",15,69
"344","1",2011,"1","0",19,0.32,0.303,0.39,0.2537,"2",14,60
"345","1",2011,"1","0",20,0.32,0.303,0.39,0.2537,"2",6,35
"346","1",2011,"1","0",21,0.32,0.303,0.39,0.2239,"2",6,51
"347","1",2011,"1","0",22,0.3,0.3182,0.42,0.1045,"2",0,26
"348","1",2011,"1","0",23,0.3,0.2879,0.45,0.2836,"1",5,39
"349","1",2011,"1","0",0,0.26,0.303,0.56,0,"1",6,33
"350","1",2011,"1","0",1,0.26,0.2727,0.56,0.1343,"1",4,19
"351","1",2011,"1","0",2,0.26,0.2879,0.56,0.0896,"1",3,13
"352","1",2011,"1","0",3,0.22,0.2727,0.69,0,"1",9,6
"353","1",2011,"1","0",4,0.26,0.2576,0.56,0.1642,"1",0,1
